,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
3982,836299738282618884,2017-02-27 19:39:29,P000197,Nancy Pelosi,D,CA,".@realDonaldTrump’s budget blueprint may represent his values, but it does not represent the values of the American people. #BrokenPromises",15764644,-1.0
17783,836999575290413056,2017-03-01 18:00:24,M001180,David B. McKinley,R,WV,Sat with @KellieMeyerNews of @GrayDCnews to discuss the strong speech by @POTUS. Let's work together to create more jobs. #JointAddress https://t.co/UEuZv5SPUf,240427862,1.0
29343,955796316415823874,2018-01-23 13:36:14,S001189,Austin Scott,R,GA,"In-studio this morning w/ David Nelson on @wtif1075 to talk @POTUS support for rural America, impacts of #governmentshutdown on our military, 2018 legislative outlook in Congress. Tune in!",234797704,1.0
21339,864835899456016386,2017-05-17 13:32:00,F000462,Lois Frankel,D,FL,The latest report that @POTUS asked Comey 'to forget about Flynn' is a disturbing abuse of power. My full statement: https://t.co/cGY8cQKHci,1077121945,-2.0
25385,904508059288043520,2017-09-04 00:55:00,K000379,Joseph P. Kennedy,D,MA,"In contrast, @POTUS tonight gave in to his own dark fear of diversity &amp; punished them for simply trusting the United States. (3/3)",1055907624,-2.0
3501,831229541729333250,2017-02-13 19:52:20,B001286,Cheri Bustos,D,IL,.@realDonaldTrump needs to quit treating our national security like a reality show and start acting like the Commander-in-Chief. https://t.co/s9x6KCsKc9,1092979962,-2.0
4204,836775694420086786,2017-03-01 03:10:46,W000795,Joe G. Wilson,R,SC,Grateful for @POTUS' pledge to rebuild military! Looking fwd to working w/ @realDonaldTrump to address the readiness crisis #JointAddress,254082173,2.0
8257,883336500737445888,2017-07-07 14:46:48,M000133,Edward J. Markey,D,MA,"RT @carlwbz: @SenMarkey on today's meeting: ""Donald Trump, as commander-in-chief, has to take on Vladimir Putin, the spy-in-chief.""",21406834,0.0
24166,892863125141299201,2017-08-02 21:42:12,C000567,Thad Cochran,R,MS,Expanded #GIBill benefits will create opportunities for #veterans. This @DeptVetAffairs bill is headed to @POTUS: https://t.co/EzzcBdPcly,555474658,0.0
30106,958689826315886592,2018-01-31 13:14:00,R000593,Dennis A. Ross,R,FL,RT @VPPressSec: Moving &amp; powerful speech tonight by @POTUS. Tomorrow @VP will hit the road to West Virginia carrying the President’s messag…,33655490,1.0
20111,855792860003696640,2017-04-22 14:38:12,D000399,Lloyd A. Doggett,D,TX,"For #EarthDay, I’ll be @ #SanAntonio &amp; #ATX celebrations w/ a msg for @POTUS: We don't need #alternativefacts. We need alternative energy.",153944899,-1.0
10969,922478566851440640,2017-10-23 15:03:23,G000574,Ruben Gallego,D,AZ,Tune in to @CNN - I'm joining in a few mins to discuss @realDonaldTrump &amp; Gen. Kelly's appalling treatment of our fallen soldiers' families.,2966570782,-2.0
27962,935919329748639744,2017-11-29 17:12:11,K000009,Marcy Kaptur,D,OH,"Instead of living up to @POTUS’ promises to American workers, the #GOPTaxScam gives big corporations and billionaires a tax break for outsourcing jobs. https://t.co/TT9W2li8b4",581141508,-2.0
27647,928289513352454147,2017-11-08 15:54:01,P000612,David Perdue,R,GA,"Good read by @VP in @USAToday: ""The U.S. economy is making a comeback because @POTUS has taken decisive action to spur a new era of opportunity, prosperity &amp; growth."" https://t.co/RHAZLo2DZZ",2863210809,2.0
23078,880453222225371137,2017-06-29 15:49:40,B001295,Mike Bost,R,IL,RT @DrPhilRoe: #tbt to @POTUS signing the VA Accountability &amp; Whistleblower Protection Act into law last week. I'm proud this comm…,2964877294,1.0
29154,952649512677494784,2018-01-14 21:11:57,B000287,Xavier Becerra,D,CA,"As I told @FoxNewsSunday earlier, #DACA is now actually alive &amp; @DHSgov is now accepting renewal applications, for now. So, it's nowhere near dead. CC @POTUS. #DACA #Dreamers",133832049,-1.0
17515,836776505137065985,2017-03-01 03:14:00,C001070,Robert P. Casey,D,PA,"However, if @POTUS continues to go along with the extreme agenda of Congressional Republicans then I will keep holding him accountable.",171598736,-2.0
24213,893264202181332992,2017-08-04 00:15:56,F000463,Deb Fischer,R,NE,".@POTUS has nominated Steve Grasz, an outstanding Nebraskan, to serve on US Court of Appeals for the 8th Circuit https://t.co/VKYvCbDu07",1071402577,1.0
13666,958183211451994113,2018-01-30 03:40:54,S001193,Eric Swalwell,D,CA,"If you’re Putin, today was a good day: @realDonaldTrump delays your sanctions (again) and @HouseGop (with help from your bots) get their brainwashing #TrumpRussiaConspiracy memo to the public.",942156122,-2.0
26613,918528710361436161,2017-10-12 17:28:04,C001069,Joe Courtney,D,CT,Earlier this year I spoke on the floor against the plans that @potus is creating through exec order. Watch here: https://t.co/2ljMME5N0A https://t.co/JrfpRt8a4p,85396297,-1.0
11068,923626776189906945,2017-10-26 19:05:58,C001061,Emanuel Cleaver,D,MO,"New study finds that under @realDonaldTrump's tax plan, the top 1% would receive 53% of benefits. #NotOnePenny https://t.co/CgM9PScetj",163570705,-1.0
2523,823656759260758018,2017-01-23 22:20:48,C001092,Chris Collins,R,NY,Happy to join @wolfblitzer on @CNNSitRoom to discuss President @realDonaldTrump actions today to restore US jobs. #NoTPP #MAGA https://t.co/rIIATztlRp,1058256326,1.0
3112,826842014859849731,2017-02-01 17:17:52,D000216,Rosa L. DeLauro,D,CT,"Sergio's story breaks my heart &amp; it should break yours as well. @realDonaldTrump, do not destroy the American dream! https://t.co/sN43kknBtQ",140519774,-2.0
20339,857320628487114754,2017-04-26 19:49:00,C000141,Benjamin L. Cardin,D,MD,This isn't a plan. It's a few bullet points. And shows how @POTUS keeps putting wealthy businesses before middle class families. #taxreform https://t.co/Puya9i40oC,109071031,-1.0
4934,844240213408960512,2017-03-21 17:32:06,M001160,Gwen Moore,D,WI,More deception/#FakeNews via @realDonaldTrump: @FBI &amp; @NSAGov never denied Russian efforts to influence the election https://t.co/lFvrB4Nk5i,22669526,-1.0
9935,905501291450961922,2017-09-06 18:41:45,W000779,Ron Wyden,D,OR,@realDonaldTrump I will keep pushing the president &amp; Congress to fix our backward system of funding wildfires.,250188760,-1.0
14511,963278761226637312,2018-02-13 05:08:48,B001270,Karen Bass,D,CA,".@realDonaldTrump did you care about ""due process"" when you bought an entire page in the @nytimes to say 5 innocent Black teens should be executed or do you just care when it has to do with men that beat their wives? https://t.co/vWllteDQiv",239949176,-2.0
27734,930478864152883201,2017-11-14 16:53:43,C001038,Joseph Crowley,D,NY,"It will take Americans like you and me to combat the damaging effects of #climatechange. But no matter what happens, the U.S. is #StillIn even when @POTUS has failed to show leadership on clean air, clean water, and keeping Americans healthy.",111635980,-2.0
28526,943300116353568768,2017-12-20 02:00:48,H001041,Dean Heller,R,NV,"If you're against this bill, you're satisfied with the anemic 2% growth ushered in by the Obama Administration &amp; accept it as the new normal. But I'll never accept it because I know we can do better. We already have seen our economy improve since @POTUS took office.",266133081,1.0
18506,842493259591172097,2017-03-16 21:50:20,U000039,Tom S. Udall,D,NM,.@POTUS shld explain how he’s Making America Great Again to a mom whose kids' Head Start &amp; afterschool programs are cut to pay for his wall,60828944,-1.0
9422,898891746070806528,2017-08-19 12:57:47,N000002,Jerrold L. Nadler,D,NY,RT @RepTedLieu: Signed onto legislation to censure @POTUS @realDonaldTrump. His repulsive defense of white supremacists demands tha…,40302336,-2.0
24935,900170857171091456,2017-08-23 01:40:31,R000601,John Ratcliffe,R,TX,I applaud @POTUS 's commitment to securing our border: https://t.co/fIue3NiSlb,2847221717,1.0
9696,902309119876624385,2017-08-28 23:17:12,G000551,Raúl M. Grijalva,D,AZ,.@realDonaldTrump is reportedly on the verge of ending #DACA. Do you think think the program should be protected or terminated?,28602948,0.0
4696,842033045741928448,2017-03-15 15:21:36,C001071,Bob Corker,R,TN,On Air Force One with @KellyannePolls and @SecElaineChao. Looking forward to a great day with @realDonaldTrump in Detroit and Nashville. https://t.co/CY4eChqwzK,73303753,1.0
25111,901839225137573888,2017-08-27 16:10:01,C000141,Benjamin L. Cardin,D,MD,Let me get this straight: @POTUS is threatening to shut down the govt unless we fund a #BorderWall that he promised Mexico would pay for.,109071031,-1.0
8848,891798034824269830,2017-07-30 23:09:54,W000808,Frederica S. Wilson,D,FL,RT @OfficialCBC: .@realDonaldTrump: Your racially coded call for police violence is shameful. We need #ABetterDeal on justice not a…,234014087,-2.0
28832,948717433845637125,2018-01-04 00:47:17,C001069,Joe Courtney,D,CT,"@POTUS Since the decision to gut #DACA, 14K DACA recipients have lost their protections. Among these #dreamers are students, teachers, and small business owners. Each day that Congress refuses to act, 122 additional #dreamers become susceptible to deportation. #ProtectDreamers",85396297,-1.0
11062,923617098395471873,2017-10-26 18:27:30,G000574,Ruben Gallego,D,AZ,"Watch @RepTedLieu and I read @SpeakerRyan’s feeble, mealy-mouthed responses to @realDonaldTrump's abuses into the congressional record: https://t.co/hJ5LEL9vtc",2966570782,-1.0
10620,918498242672836608,2017-10-12 15:27:00,M001176,Jeff Merkley,D,OR,.@realDonaldTrump’s brilliant idea: copy Ted Cruz’s fake insurance amendment to cover virtually nothing. https://t.co/EAt2duWXsF,29201047,-1.0
29557,958452743991103490,2018-01-30 21:31:56,S000480,Louise McIntosh Slaughter,D,NY,This move by #POTUS disregards bipartisan legislation that overwhelmingly passed the House &amp; Senate last summer and was signed into law by #POTUS. The president’s ties to Russia are troubling to say the least and are the subject of multiple investigations. https://t.co/m4acnbSyBh,63169388,-1.0
1021,798987250952503296,2016-11-16 20:32:59,C001084,David N. Cicilline,D,RI,RT @rosadelauro: Appointing alt-right leader Steve Bannon undermines @realDonaldTrump’s promise to ‘bind the wounds of division.’ #NoHateIn…,462143773,-1.0
20290,857260592641519616,2017-04-26 15:50:27,H000338,Orrin G. Hatch,R,UT,Following the signing Senator Hatch met with @POTUS and @VP to discuss next steps for #BearsEars #utpol https://t.co/KiyD5cAGHy,262756641,0.0
21602,867024109900898304,2017-05-23 14:27:10,C001035,Susan M. Collins,R,ME,Terrorists targeting children are “evil losers” as POTUS says. We stand with the UK. #Manchester #mepolitics,19726613,1.0
26041,912851789262741504,2017-09-27 01:30:01,D000623,Mark DeSaulnier,D,CA,"Make no mistake, @POTUS is continuing to target people based on their faith under the guise of national security. https://t.co/1uxDVl1632",2968007206,-2.0
10491,917746742187130880,2017-10-10 13:40:48,G000551,Raúl M. Grijalva,D,AZ,Rolling back the #CleanPowerPlan is @realDonaldTrump's latest attack on our health. #ProtectCPP,28602948,-1.0
12797,950775850345095170,2018-01-09 17:06:41,C001061,Emanuel Cleaver,D,MO,I'm glad @realDonaldTrump recognizes the need to expand broadband internet to rural areas but actions speak louder than words. I will wait with baited breath until he announces increased funding to @USDA in his 2019 budget. https://t.co/5BdSgu2FPO,163570705,-1.0
4718,842091271120420867,2017-03-15 19:12:58,C001070,Robert P. Casey,D,PA,".@SenateDems @realDonaldTrump On January 30, I sent a letter to @DHSgov Sec John Kelly with questions and concerns regarding @realDonaldTrump's travel ban.",171598736,-1.0
29458,958124522561032192,2018-01-29 23:47:41,H000874,Steny H. Hoyer,D,MD,"Pleased to announce Gabriela Hernandez, a #MD05 DREAMer, will be my guest for tomorrow’s #SOTU. I hope that the presence of Gabriela &amp; other #DREAMers at the address will remind @POTUS of the importance of working expeditiously to #protectDREAMers. https://t.co/RPyhsBll6b",22012091,0.0
15522,826256690077011969,2017-01-31 02:32:00,B001230,Tammy Baldwin,D,WI,"Friday: With his pen, @POTUS turned his back on our American values. Saturday: With his phone, @POTUS got cozy with Putin.",1074518754,-2.0
13039,952003139007406081,2018-01-13 02:23:30,P000197,Nancy Pelosi,D,CA,"Ever since he wrongly ended it in October, @realDonaldTrump has constantly said he supports #DACA. Despite the confusion of the last week, it is clear we must insist a clean #DREAMAct be enacted in January. https://t.co/DFkg9JuiVb https://t.co/mErXaQOyTp",15764644,-1.0
22191,871848584056107008,2017-06-05 21:57:55,L000480,Nita M. Lowey,D,NY,@POTUS Thanks @NYGovCuomo for protecting New Yorkers. I’ll keep fighting to ensure New Yorkers &amp; all Americans can access affordable health care.,221792092,-1.0
26597,918516433587458049,2017-10-12 16:39:17,P000197,Nancy Pelosi,D,CA,"Keeping the US safe means the rest of the world must take us seriously. If @POTUS undermines the #IranDeal, that becomes more unlikely.",15764644,-2.0
17122,836722324493725696,2017-02-28 23:38:42,R000601,John Ratcliffe,R,TX,I'm looking forward to attending @POTUS's first #JointAddress to Congress tonight as he lays out his vision for our… https://t.co/BNSKFZczgG,2847221717,1.0
29074,951277292407459842,2018-01-11 02:19:15,T000465,Niki S. Tsongas,D,MA,RT @PressSec: .@POTUS signs INTERDICT ACT to help stop the flow of drugs into our country. https://t.co/9pRdA0hJJK,242892689,1.0
17521,836777036840599556,2017-03-01 03:16:06,I000055,John H. Isakson,R,GA,"I look forward to working w/ @POTUS, administration on behalf of hardworking Americans and Georgians. STATEMENT: https://t.co/icY6V6BIgR",78403308,1.0
18655,843904354289618945,2017-03-20 19:17:31,B001292,Donald Beyer,D,VA,"RT @RepDonBeyer: Comey just told @jahimes this tweet isn't accurate. Mr. @POTUS, why spin the #TrumpRussia story so dishonestly if…",2962868158,-1.0
7621,872559289553965056,2017-06-07 21:02:00,C001084,David N. Cicilline,D,RI,.@realDonaldTrump’s campaign of dishonesty &amp; secrecy demand that Republicans finally stop holding up efforts to #ProtectOurDemocracy.,462143773,-2.0
3657,832298403040260096,2017-02-16 18:39:37,C001067,Yvette D. Clarke,D,NY,"No, @realDonaldTrump, you inherited a safe, prosperous US (TY @BarackObama). Don't waste it like your inheritance! https://t.co/KbkJ23Z3iz",240812994,-2.0
24334,895310850705240065,2017-08-09 15:48:35,D000610,Theodore E. Deutch,D,FL,"@UF 4) Which is why I had urged POTUS to not withdraw the US from the Paris climate accord. But, as I said at showing of Inconvenient Sequel...",137794015,-1.0
14432,962137276154294273,2018-02-10 01:32:56,P000197,Nancy Pelosi,D,CA,This move by @realDonaldTrump confirms what we have all known for weeks — that his decision to release the #NunesMemo was a blatantly political move made without concern for national security. The hypocrisy is on full display. What does the President have to hide?,15764644,-2.0
9355,898432571914174470,2017-08-18 06:33:11,H001047,James A. Himes,D,CT,RT @PolitiFact: There's no truth to @realDonaldTrump's claim about Gen. Pershing ending terrorism for 35 years. Pants on Fire!…,31611298,-2.0
23997,891010431749427201,2017-07-28 19:00:15,C000141,Benjamin L. Cardin,D,MD,Congress took action to impose additional sanctions on #NorthKorea that I expect @POTUS will now sign without delay https://t.co/CRTpgAeFtM,109071031,0.0
26921,920672617148895232,2017-10-18 15:27:11,S001175,Jackie Speier,D,CA,Kudos @SenJohnMcCain for calling out the dangers of the military industrial complex. If only @POTUS read history. https://t.co/ZnKa1TxGhw,24913074,-1.0
17725,836955252972744705,2017-03-01 15:04:16,C001038,Joseph Crowley,D,NY,I'll be on @MSNBC shortly to discuss why Americans wanted to hear a stronger foreign and domestic agenda during @POTUS' #jointaddress https://t.co/qERguT3Zne,111635980,-1.0
9330,898209698855432193,2017-08-17 15:47:34,D000399,Lloyd A. Doggett,D,TX,"RT @TexasTribune: 37/ @RepLloydDoggett said @realDonaldTrump's words ""encourages the white nationalist movement.""…",153944899,-2.0
